Date,High,Low,Open,Close,Volume,Adj Close
2018-01-02,274.79998779296875,252.0,274.79998779296875,258.0,1000.0,258.0
2018-01-03,268.79998779296875,252.0,264.0,260.3999938964844,800.0,260.3999938964844
2018-01-04,270.0,252.0,270.0,261.6000061035156,900.0,261.6000061035156
2018-01-05,322.79998779296875,258.0,264.0,296.3999938964844,6000.0,296.3999938964844
2018-01-08,294.0,254.39999389648438,280.79998779296875,267.6000061035156,3200.0,267.6000061035156
2018-01-09,552.0,320.3999938964844,504.0,348.0,77600.0,348.0
2018-01-10,434.3999938964844,318.0,432.0,348.0,22400.0,348.0
2018-01-11,360.0,315.6000061035156,348.0,327.6000061035156,6800.0,327.6000061035156
2018-01-12,406.79998779296875,325.20001220703125,340.79998779296875,405.6000061035156,16800.0,405.6000061035156
2018-01-16,654.0,422.3999938964844,444.0,552.0,47900.0,552.0
2018-01-17,657.5999755859375,430.79998779296875,619.2000122070312,474.0,32200.0,474.0
2018-01-18,538.7999877929688,388.79998779296875,432.0,469.20001220703125,15000.0,469.20001220703125
2018-01-19,528.0,451.20001220703125,468.0,492.0,7300.0,492.0
2018-01-22,492.0,457.20001220703125,468.0,471.6000061035156,5100.0,471.6000061035156
2018-01-23,470.3999938964844,423.6000061035156,470.3999938964844,436.79998779296875,5300.0,436.79998779296875
2018-01-24,426.0,390.0,417.6000061035156,402.0,6500.0,402.0
2018-01-25,408.0,338.3999938964844,408.0,363.6000061035156,7100.0,363.6000061035156
2018-01-26,396.0,350.3999938964844,357.6000061035156,380.3999938964844,4600.0,380.3999938964844
2018-01-29,394.79998779296875,354.0,394.79998779296875,364.79998779296875,3300.0,364.79998779296875
2018-01-30,372.0,354.0,369.6000061035156,364.79998779296875,1900.0,364.79998779296875
2018-01-31,360.0,342.0,360.0,344.3999938964844,2300.0,344.3999938964844
2018-02-01,430.79998779296875,343.20001220703125,349.20001220703125,387.6000061035156,13300.0,387.6000061035156
2018-02-02,390.0,300.0,372.0,342.0,8900.0,342.0
2018-02-05,354.0,312.0,314.3999938964844,312.0,5500.0,312.0
2018-02-06,251.60000610351562,176.0,236.0,191.60000610351562,24100.0,191.60000610351562
2018-02-07,215.1999969482422,124.0,198.0,152.0,29700.0,152.0
2018-02-08,146.8000030517578,112.80000305175781,138.8000030517578,122.0,23300.0,122.0
