Date,High,Low,Open,Close,Volume,Adj Close
2018-01-02,86.30999755859375,85.5,86.12999725341797,85.94999694824219,22483800.0,83.53968048095703
2018-01-03,86.51000213623047,85.97000122070312,86.05999755859375,86.3499984741211,26061400.0,83.92847442626953
2018-01-04,87.66000366210938,86.56999969482422,86.58999633789062,87.11000061035156,21912000.0,84.66714477539062
2018-01-05,88.41000366210938,87.43000030517578,87.66000366210938,88.19000244140625,23407100.0,85.71688079833984
2018-01-08,88.58000183105469,87.5999984741211,88.19999694824219,88.27999877929688,22113000.0,85.80433654785156
2018-01-09,88.7300033569336,87.86000061035156,88.6500015258789,88.22000122070312,19484300.0,85.74602508544922
2018-01-10,88.19000244140625,87.41000366210938,87.86000061035156,87.81999969482422,18652200.0,85.35723876953125
2018-01-11,88.12999725341797,87.23999786376953,88.12999725341797,88.08000183105469,17808900.0,85.60994720458984
2018-01-12,89.77999877929688,88.44999694824219,88.66999816894531,89.5999984741211,24271500.0,87.08733367919922
2018-01-16,90.79000091552734,88.01000213623047,90.0999984741211,88.3499984741211,36599700.0,85.87236785888672
2018-01-17,90.27999877929688,88.75,89.08000183105469,90.13999938964844,25621200.0,87.6121826171875
2018-01-18,90.66999816894531,89.66000366210938,89.80000305175781,90.0999984741211,24159700.0,87.57330322265625
2018-01-19,90.61000061035156,89.66000366210938,90.13999938964844,90.0,36875000.0,87.47610473632812
2018-01-22,91.62000274658203,89.73999786376953,90.0,91.61000061035156,23601600.0,89.04096221923828
2018-01-23,92.30000305175781,91.54000091552734,91.9000015258789,91.9000015258789,23412800.0,89.32282257080078
2018-01-24,93.43000030517578,91.58000183105469,92.55000305175781,91.81999969482422,33277500.0,89.24506378173828
2018-01-25,93.23999786376953,91.93000030517578,92.47000122070312,92.33000183105469,26383200.0,89.74076843261719
2018-01-26,94.05999755859375,92.58000183105469,93.12000274658203,94.05999755859375,29172200.0,91.42225646972656
2018-01-29,95.44999694824219,93.72000122070312,95.13999938964844,93.91999816894531,31569900.0,91.28617858886719
2018-01-30,93.66000366210938,92.0999984741211,93.30000305175781,92.73999786376953,38635100.0,90.1392593383789
2018-01-31,95.4000015258789,93.51000213623047,93.75,95.01000213623047,48756300.0,92.34561157226562
2018-02-01,96.06999969482422,93.58000183105469,94.79000091552734,94.26000213623047,47227900.0,91.61664581298828
2018-02-02,93.97000122070312,91.5,93.63999938964844,91.77999877929688,47867800.0,89.20618438720703
2018-02-05,93.23999786376953,88.0,90.55999755859375,88.0,51031500.0,85.53218841552734
2018-02-06,91.4800033569336,85.25,86.88999938964844,91.33000183105469,67998600.0,88.76880645751953
2018-02-07,91.7699966430664,89.19999694824219,90.48999786376953,89.61000061035156,41107600.0,87.09703826904297
2018-02-08,89.87999725341797,84.76000213623047,89.70999908447266,85.01000213623047,55628700.0,82.62604522705078
2018-02-09,88.93000030517578,83.83000183105469,86.30000305175781,88.18000030517578,63499100.0,85.7071533203125
2018-02-12,89.77999877929688,87.93000030517578,88.73999786376953,89.12999725341797,35720300.0,86.6304931640625
2018-02-13,90.0,87.80000305175781,88.93000030517578,89.83000183105469,26407700.0,87.31087493896484
2018-02-14,90.98999786376953,88.41000366210938,88.51000213623047,90.80999755859375,34960900.0,88.67800903320312
2018-02-15,92.72000122070312,90.62000274658203,91.20999908447266,92.66000366210938,27823900.0,90.48458099365234
2018-02-16,93.5,91.80000305175781,92.44999694824219,92.0,30596900.0,89.8400650024414
2018-02-20,93.05999755859375,91.01000213623047,91.4800033569336,92.72000122070312,30911700.0,90.54315948486328
2018-02-21,93.36000061035156,91.48999786376953,92.9800033569336,91.48999786376953,26922500.0,89.34203338623047
2018-02-22,92.7300033569336,91.36000061035156,92.05000305175781,91.7300033569336,24392800.0,89.57640838623047
2018-02-23,94.06999969482422,92.36000061035156,93.5999984741211,94.05999755859375,26329200.0,91.85169982910156
2018-02-26,95.44999694824219,94.25,94.4000015258789,95.41999816894531,30199800.0,93.17977142333984
2018-02-27,95.83999633789062,94.19999694824219,95.73999786376953,94.19999694824219,25869100.0,91.9884033203125
2018-02-28,95.70999908447266,93.62999725341797,94.83999633789062,93.7699966430664,31167300.0,91.56851959228516
2018-03-01,94.56999969482422,91.83999633789062,93.98999786376953,92.8499984741211,37135600.0,90.67011260986328
2018-03-02,93.1500015258789,90.86000061035156,91.58000183105469,93.05000305175781,32830400.0,90.86541748046875
2018-03-05,94.2699966430664,92.26000213623047,92.33999633789062,93.63999938964844,23901600.0,91.4415512084961
2018-03-06,94.48999786376953,92.94000244140625,94.33999633789062,93.31999969482422,22175800.0,91.12908172607422
2018-03-07,93.94000244140625,92.43000030517578,93.16000366210938,93.86000061035156,26716100.0,91.65640258789062
2018-03-08,95.0999984741211,93.7699966430664,94.2699966430664,94.43000030517578,25887800.0,92.2130126953125
2018-03-09,96.54000091552734,95.0,95.29000091552734,96.54000091552734,36937300.0,94.27347564697266
2018-03-12,97.20999908447266,96.04000091552734,96.5,96.7699966430664,26073700.0,94.49807739257812
2018-03-13,97.23999786376953,93.97000122070312,97.0,94.41000366210938,35387800.0,92.19348907470703
2018-03-14,95.41000366210938,93.5,95.12000274658203,93.8499984741211,32132000.0,91.6466293334961
2018-03-15,94.58000183105469,92.83000183105469,93.52999877929688,94.18000030517578,27611000.0,91.9688949584961
2018-03-16,95.37999725341797,93.91999816894531,94.68000030517578,94.5999984741211,49081300.0,92.37902069091797
2018-03-19,93.9000015258789,92.11000061035156,93.73999786376953,92.88999938964844,33344100.0,90.70917510986328
2018-03-20,93.7699966430664,93.0,93.05000305175781,93.12999725341797,23075200.0,90.94354248046875
2018-03-21,94.05000305175781,92.20999908447266,92.93000030517578,92.4800033569336,24457100.0,90.30879974365234
2018-03-22,91.75,89.66000366210938,91.2699966430664,89.79000091552734,38604700.0,87.68194580078125
2018-03-23,90.45999908447266,87.08000183105469,89.5,87.18000030517578,44068900.0,85.13322448730469
2018-03-26,94.0,90.4000015258789,90.61000061035156,93.77999877929688,56396800.0,91.5782699584961
2018-03-27,95.13999938964844,88.51000213623047,94.94000244140625,89.47000122070312,56569000.0,87.36946868896484
2018-03-28,91.2300033569336,88.87000274658203,89.81999969482422,89.38999938964844,52501100.0,87.29134368896484
2018-03-29,92.29000091552734,88.4000015258789,90.18000030517578,91.2699966430664,45867500.0,89.12718963623047
2018-04-02,90.87999725341797,87.51000213623047,90.47000122070312,88.5199966430664,48515400.0,86.44175720214844
2018-04-03,90.05000305175781,87.88999938964844,89.58000183105469,89.70999908447266,37213800.0,87.60382080078125
2018-04-04,92.76000213623047,87.7300033569336,87.8499984741211,92.33000183105469,35560000.0,90.16232299804688
2018-04-05,93.06999969482422,91.4000015258789,92.44000244140625,92.37999725341797,29771900.0,90.21114349365234
2018-04-06,92.45999908447266,89.4800033569336,91.48999786376953,90.2300033569336,38026000.0,88.11162567138672
2018-04-09,93.16999816894531,90.62000274658203,91.04000091552734,90.7699966430664,31533900.0,88.6389389038086
2018-04-10,93.27999877929688,91.63999938964844,92.38999938964844,92.87999725341797,26812000.0,90.69939422607422
2018-04-11,93.29000091552734,91.4800033569336,92.01000213623047,91.86000061035156,24872100.0,89.70336151123047
2018-04-12,94.16000366210938,92.43000030517578,92.43000030517578,93.58000183105469,26758900.0,91.38297271728516
2018-04-13,94.18000030517578,92.44000244140625,94.05000305175781,93.08000183105469,23346100.0,90.89471435546875
2018-04-16,94.66000366210938,93.41999816894531,94.06999969482422,94.16999816894531,20288100.0,91.9591064453125
2018-04-17,96.54000091552734,94.87999725341797,95.0,96.06999969482422,26771000.0,93.81451416015625
2018-04-18,96.72000122070312,95.5199966430664,96.22000122070312,96.44000244140625,21043300.0,94.17582702636719
2018-04-19,97.06999969482422,95.33999633789062,96.44000244140625,96.11000061035156,23552500.0,93.85357666015625
2018-04-20,96.11000061035156,94.05000305175781,95.91000366210938,95.0,31154400.0,92.7696304321289
2018-04-23,96.29000091552734,94.62999725341797,95.73999786376953,95.3499984741211,22331800.0,93.11141204833984
2018-04-24,96.47000122070312,92.41000366210938,96.23999786376953,93.12000274658203,34524800.0,90.93376922607422
2018-04-25,93.30000305175781,90.27999877929688,93.30000305175781,92.30999755859375,33729300.0,90.1427993774414
2018-04-26,95.1500015258789,93.0999984741211,93.55000305175781,94.26000213623047,42529000.0,92.04701232910156
2018-04-27,97.9000015258789,93.91000366210938,97.5999984741211,95.81999969482422,48272800.0,93.57038116455078
2018-04-30,96.4000015258789,93.1500015258789,96.33000183105469,93.5199966430664,41523600.0,91.32437133789062
2018-05-01,95.29000091552734,92.79000091552734,93.20999908447266,95.0,31408900.0,92.7696304321289
2018-05-02,95.16999816894531,93.19000244140625,94.98999786376953,93.51000213623047,27471000.0,91.31462097167969
2018-05-03,94.93000030517578,92.44999694824219,92.95999908447266,94.06999969482422,31142500.0,91.8614730834961
2018-05-04,95.37000274658203,92.91999816894531,93.31999969482422,95.16000366210938,22531300.0,92.92587280273438
2018-05-07,96.70999908447266,95.0999984741211,95.16999816894531,96.22000122070312,24242000.0,93.96099090576172
2018-05-08,96.16000366210938,95.05999755859375,95.8499984741211,95.80999755859375,23484600.0,93.56061553955078
2018-05-09,96.97000122070312,95.05000305175781,96.01000213623047,96.94000244140625,27327400.0,94.66410064697266
2018-05-10,97.94999694824219,97.05000305175781,97.45999908447266,97.91000366210938,22388100.0,95.61131286621094
2018-05-11,97.87000274658203,97.04000091552734,97.80000305175781,97.69999694824219,16778300.0,95.40625
2018-05-14,98.69000244140625,97.30999755859375,97.91999816894531,98.02999877929688,19454100.0,95.7284927368164
2018-05-15,97.8499984741211,96.33999633789062,97.23999786376953,97.31999969482422,24594000.0,95.03516387939453
2018-05-16,97.4000015258789,96.62000274658203,97.36000061035156,97.1500015258789,17384700.0,95.28034973144531
2018-05-17,97.54000091552734,95.83000183105469,96.76000213623047,96.18000030517578,17246700.0,94.32901763916016
2018-05-18,96.93000030517578,96.01000213623047,96.01000213623047,96.36000061035156,17865800.0,94.50556945800781
2018-05-21,98.01000213623047,96.80000305175781,97.0,97.5999984741211,19422500.0,95.72169494628906
2018-05-22,98.16999816894531,97.19999694824219,97.68000030517578,97.5,15441200.0,95.62362670898438
2018-05-23,98.7300033569336,96.31999969482422,96.70999908447266,98.66000366210938,21251200.0,96.76129150390625
2018-05-24,98.94000244140625,96.80999755859375,98.7300033569336,98.30999755859375,26649300.0,96.41802978515625
2018-05-25,98.9800033569336,97.86000061035156,98.30000305175781,98.36000061035156,18363900.0,96.46707153320312
2018-05-29,98.87999725341797,97.2300033569336,97.83999633789062,98.01000213623047,28671000.0,96.1238021850586
2018-05-30,99.25,97.91000366210938,98.30999755859375,98.94999694824219,22158500.0,97.04571533203125
2018-05-31,99.98999786376953,98.61000061035156,99.29000091552734,98.83999633789062,34140900.0,96.93782806396484
2018-06-01,100.86000061035156,99.16999816894531,99.27999877929688,100.79000091552734,28655600.0,98.85031127929688
2018-06-04,101.86000061035156,100.8499984741211,101.26000213623047,101.66999816894531,27281600.0,99.71337127685547
2018-06-05,102.33000183105469,101.52999877929688,102.0,102.19000244140625,23514400.0,100.2233657836914
2018-06-06,102.5999984741211,101.9000015258789,102.4800033569336,102.48999786376953,21122900.0,100.51758575439453
2018-06-07,102.69000244140625,100.37999725341797,102.6500015258789,100.87999725341797,28232200.0,98.93856811523438
2018-06-08,101.94999694824219,100.54000091552734,101.08999633789062,101.62999725341797,22165100.0,99.67414093017578
2018-06-11,101.58999633789062,100.66999816894531,101.01000213623047,101.05000305175781,23490900.0,99.10530090332031
2018-06-12,101.44999694824219,100.75,101.0999984741211,101.30999755859375,18325200.0,99.36029815673828
2018-06-13,102.01000213623047,100.55999755859375,101.72000122070312,100.8499984741211,29492900.0,98.90914916992188
2018-06-14,102.02999877929688,101.0,101.6500015258789,101.41999816894531,25691800.0,99.46817779541016
2018-06-15,101.52999877929688,100.06999969482422,101.51000213623047,100.12999725341797,65738600.0,98.2030029296875
2018-06-18,101.11000061035156,99.41999816894531,100.01000213623047,100.86000061035156,23586000.0,98.91896057128906
2018-06-19,101.0,99.5,99.6500015258789,100.86000061035156,28653100.0,98.91896057128906
2018-06-20,102.5199966430664,101.12000274658203,101.37000274658203,101.87000274658203,26180800.0,99.9095230102539
